naics_code,description
423420,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of office machines and related equipment (except computers and computer peripheral equipment).

Illustrative Examples:

Automated teller machines (ATM) merchant wholesalers
Calculators and calculating machines merchant wholesalers
Cash registers merchant wholesalers
Security safes merchant wholesalers
Copying machines merchant wholesalers
Point of sale terminals merchant wholesalers
Paper shredders merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423430,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of computers, computer peripheral equipment, loaded computer boards, and/or computer software.

Cross-References. Establishments primarily engaged in--"
423440,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of commercial and related machines and equipment (except photographic equipment and supplies; office equipment; and computers and computer peripheral equipment and software) generally used in restaurants and stores.

Illustrative Examples:

Balances and scales (except laboratory) merchant wholesalers
Commercial shelving merchant wholesalers
Coin- or card-operated merchandising machine merchant wholesalers
Electrical signs merchant wholesalers
Commercial chinaware merchant wholesalers
Partitions merchant wholesalers
Commercial cooking equipment merchant wholesalers
Store fixtures (except refrigerated) merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423450,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of professional medical equipment, instruments, and supplies (except ophthalmic equipment and instruments and goods used by ophthalmologists, optometrists, and opticians).

Illustrative Examples:

Dental equipment and supplies merchant wholesalers
Surgical dressings merchant wholesalers
Electromedical equipment merchant wholesalers
Patient monitoring equipment merchant wholesalers
Hospital beds merchant wholesalers
Prosthetic appliances and supplies merchant wholesalers
Hospital furniture merchant wholesalers
Surgical instruments and apparatus merchant wholesalers
Medical and dental X-ray machines and parts merchant wholesalers
First-aid kits (except household) merchant wholesalers
Surgical and medical masks merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423460,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of professional equipment, instruments, and/or goods sold, prescribed, or used by ophthalmologists, optometrists, and opticians.

Illustrative Examples:

Binoculars merchant wholesalers
Optometric equipment and supplies merchant wholesalers
Ophthalmic frames merchant wholesalers
Sunglasses merchant wholesalers
Ophthalmic lenses merchant wholesalers

"
423490,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of professional equipment and supplies (except ophthalmic goods and medical, dental, and hospital equipment and supplies).

Illustrative Examples:

Church supplies (except silverware, plated ware) merchant wholesalers
School equipment and supplies (except books, furniture) merchant wholesalers
Drafting tables and instruments merchant wholesalers
Scientific instruments merchant wholesalers
Laboratory equipment (except medical, dental) merchant wholesalers
Surveying equipment and supplies merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423510,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of products of the primary metals industries.  Service centers maintain inventory and may perform functions, such as sawing, shearing, bending, leveling, cleaning, or edging, on a custom basis as part of sales transactions.

Illustrative Examples:

Cast iron pipe merchant wholesalers
Metal rods merchant wholesalers
Metal bars (except precious) merchant wholesalers
Metal sheets merchant wholesalers
Metal spikes merchant wholesalers
Metal ingots (except precious) merchant wholesalers
Metal pipe merchant wholesalers
Nails merchant wholesalers
Metal plates merchant wholesalers
Noninsulated wire merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423520,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of coal, coke, metal ores, and/or nonmetallic minerals (except precious and semiprecious stones and minerals used in construction, such as sand and gravel).

Cross-References. Establishments primarily engaged in--"
423610,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of electrical construction materials; wiring supplies; electric light fixtures; light bulbs; and/or electrical power equipment for the generation, transmission, distribution, or control of electric energy.
"
423620,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of household-type gas and electric appliances (except water heaters and heating stoves (i.e., noncooking)), room air-conditioners, and/or household-type audio or video equipment.

Illustrative Examples:

Household-type sewing machines merchant wholesalers
Household-type radios (including automotive) merchant wholesalers	
Household-type video cameras merchant wholesalers
Household-type refrigerators merchant wholesalers
Television sets merchant wholesalers
Toothbrushes, electric, merchant wholesalers
Curling irons, electric, merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423690,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of electronic parts and equipment (except electrical apparatus and equipment, wiring supplies, and construction materials; electrical and electronic appliances; and television sets and radios).

Illustrative Examples:

Blank compact discs (CDs) merchant wholesalers
Blank digital video discs (DVDs) merchant wholesalers
Broadcasting equipment merchant wholesalers
Cellular telephones merchant wholesalers
Communications equipment merchant wholesalers
Modems and routers merchant wholesalers
Radar equipment merchant wholesalers
Teleconferencing equipment merchant wholesalers
Unloaded computer boards merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423710,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of hardware, knives, or handtools.

Illustrative Examples:

Brads merchant wholesalers
Cutlery merchant wholesalers
Knives (except disposable plastics) merchant wholesalers
Power handtools (e.g., drills, saws, sanders) merchant wholesalers
Fasteners (e.g., bolts, nuts, rivets, screws) merchant wholesalers
Staples merchant wholesalers
Handtools (except motor vehicle, machinists' precision) merchant wholesalers
Hardware (except motor vehicle) merchant wholesalers
Tacks merchant wholesalers
Keys and locks merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423720,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of plumbing equipment, hydronic heating equipment, household-type water heaters, and/or supplies.

Cross-References. Establishments primarily engaged in--"
423730,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of warm air heating and air-conditioning equipment and supplies.

Illustrative Examples:

Air pollution control equipment and supplies merchant wholesalers
Nonportable electric baseboard heaters merchant wholesalers
Air-conditioning equipment (except room units) merchant wholesalers
Warm air central heating equipment merchant wholesalers
Automotive air-conditioners merchant wholesalers
Ductless heating and air-conditioning system equipment merchant wholesalers 


Cross-References. Establishments primarily engaged in--"
423740,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of refrigeration equipment (except household-type refrigerators, freezers, and air-conditioners).

Illustrative Examples:

Cold storage machinery merchant wholesalers
Refrigerated display cases merchant wholesalers
Commercial refrigerators merchant wholesalers
Water coolers merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423810,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of specialized machinery, equipment, and related parts generally used in construction, mining (except oil well), and logging activities.

Illustrative Examples:

Excavating machinery and equipment merchant wholesalers
Road construction and maintenance machinery merchant wholesalers
Forestry machinery and equipment merchant wholesalers
Scaffolding merchant wholesalers
Mining cranes merchant wholesalers


Cross-References."
423820,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of specialized machinery, equipment, and related parts generally used in agricultural, farm, and lawn and garden activities.

Illustrative Examples:

Animal feeders merchant wholesalers
Lawnmowers merchant wholesalers
Milking machinery and equipment merchant wholesalers
Harvesting machinery and equipment merchant wholesalers
Planting machinery and equipment merchant wholesalers

"
423830,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of specialized machinery, equipment, and related parts generally used in manufacturing, oil well, and warehousing activities.

Illustrative Examples:

Fluid power transmission equipment merchant wholesalers
Metalworking machinery and equipment merchant wholesalers
Food processing machinery and equipment merchant wholesalers
Oil well machinery and equipment merchant wholesalers
Material handling machinery and equipment merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423840,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of supplies for machinery and equipment generally used in manufacturing, oil well, and warehousing activities.

Illustrative Examples:

Industrial containers merchant wholesalers
Industrial diamonds merchant wholesalers
Printing inks merchant wholesalers
Industrial sand merchant wholesalers
Refractory materials (e.g., brick, blocks, shapes) merchant wholesalers
Welding supplies (except welding gases) merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423850,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of specialized equipment and supplies of the type used by service establishments (except specialized equipment and supplies used in offices, stores, hotels, restaurants, schools, health and medical facilities, photographic facilities, and specialized equipment used in transportation and construction activities).

Illustrative Examples:

Amusement park equipment merchant wholesalers
Beauty parlor equipment and supplies merchant wholesalers
Car wash equipment and supplies merchant wholesalers
Drycleaning equipment and supplies merchant wholesalers
Voting machines merchant wholesalers
Janitorial equipment and supplies merchant wholesalers
Undertakers' equipment and supplies merchant wholesalers
Upholsterers' equipment and supplies (except fabrics) merchant wholesalers
Water treatment equipment, municipal, merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423860,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of transportation equipment and supplies (except marine pleasure craft and motor vehicles).

Illustrative Examples:

Aircraft merchant wholesalers
Railroad cars merchant wholesalers
Ships merchant wholesalers
Motorized passenger golf carts merchant wholesalers
Boats (except pleasure) merchant wholesalers


Cross-References. Establishments primarily engaged in--"
423910,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of sporting goods and accessories; billiard and pool supplies; sporting firearms and ammunition; and/or marine pleasure craft, equipment, and supplies.

Cross-References. Establishments primarily engaged in--"
423920,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of games, toys, fireworks, playing cards, hobby goods and supplies, and/or related goods.
"
423930,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of automotive scrap, industrial scrap, and other recyclable materials.  Included in this industry are auto wreckers primarily engaged in dismantling motor vehicles for the purpose of wholesaling scrap.

Cross-References. Establishments primarily engaged in--"
423940,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of jewelry, precious and semiprecious stones, precious metals and metal flatware, costume jewelry, watches, clocks, silverware, and/or jewelers' findings.

Cross-References. Establishments primarily engaged in--"
423990,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of durable goods (except motor vehicles and motor vehicle parts and supplies; furniture and home furnishings; lumber and other construction materials; professional and commercial equipment and supplies; metals and minerals (except petroleum); electrical goods; hardware, and plumbing and heating equipment and supplies; machinery, equipment, and supplies; sporting and recreational goods and supplies; toy and hobby goods and supplies; recyclable materials; and jewelry, watches, precious stones, and precious metals).

Illustrative Examples:

Firearms (except sporting) merchant wholesalers
Musical instruments merchant wholesalers
Luggage merchant wholesalers
Monuments and grave markers merchant wholesalers
Prerecorded compact discs (CDs) and digital video discs (DVDs) merchant wholesalers
Timber and timber products (except lumber) merchant wholesalers
Personal safety devices and supplies (e.g., eye shields, face shields, nonelectric respirators) merchant wholesalers
Signs (except electrical) merchant wholesalers


Cross-References. Establishments primarily engaged in--"
424110,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of bulk printing and/or writing paper generally on rolls for further processing.

Illustrative Examples:

Bulk envelope paper merchant wholesalers
Bulk paper (e.g., fine, printing, writing) merchant wholesalers
Bulk groundwood paper merchant wholesalers
Newsprint merchant wholesalers 


Cross-References."
424120,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of stationery, office supplies, and/or gift wrap.

Illustrative Examples:

Photocopy supplies merchant wholesalers
Envelopes merchant wholesalers
Social stationery merchant wholesalers
File cards and folders merchant wholesalers
Greeting cards merchant wholesalers
Office paper (e.g., printer, copier) merchant wholesalers
Writing pens merchant wholesalers
Pencils merchant wholesalers


Cross-References."
424130,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of kraft wrapping and other coarse paper, paperboard, converted paper (except stationery and office supplies), and/or related disposable plastics products.

Illustrative Examples:

Corrugated paper merchant wholesalers
Paper and disposable plastics tableware (e.g., utensils, dishes, cups) merchant wholesalers
Paper napkins merchant wholesalers
Paperboard and disposable plastics boxes and containers merchant wholesalers
Plastics bags merchant wholesalers
Paper and disposable plastics shipping supplies merchant wholesalers
Paper towels merchant wholesalers
Paper bags merchant wholesalers
Sanitary paper products merchant wholesalers
Wrapping paper (except gift wrap) merchant wholesalers
Waxed paper merchant wholesalers
Plastics foam products, disposable (except packaging, packing), merchant wholesalers 


Cross-References. Establishments primarily engaged in--"
424210,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of biological and medical products; botanical drugs and herbs; and pharmaceutical products intended for internal and/or external consumption in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions.

Illustrative Examples:

Antibiotics merchant wholesalers
Endocrine substances merchant wholesalers
Blood derivatives merchant wholesalers
In-vitro and in-vivo diagnostics merchant wholesalers
Drugs merchant wholesalers
Botanicals merchant wholesalers
Vaccines merchant wholesalers
Cosmetics merchant wholesalers
Vitamins merchant wholesalers
Veterinarians' medicines merchant wholesalers


Cross-References."
424310,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of piece goods, fabrics, knitting yarns (except industrial), thread and other notions, and/or hair accessories.

Cross-References."
424340,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of footwear of leather, rubber, and other materials, including athletic footwear (except specialty athletic footwear).

Cross-References."
424350,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of clothing and clothing accessories.

Illustrative Examples:

Baby bottles merchant wholesalers
Diapers (except disposable) merchant wholesalers
Dresses merchant wholesalers
Fur clothing merchant wholesalers
Handbags merchant wholesalers
Hosiery merchant wholesalers
Lingerie merchant wholesalers
Millinery merchant wholesalers
Nightwear merchant wholesalers
Outerwear merchant wholesalers
Sportswear merchant wholesalers
Swimwear merchant wholesalers


Cross-References."
424410,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of a general line (wide range) of groceries.

Cross-References."
424420,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of packaged frozen foods (except dairy products).

Illustrative Examples:

Frozen bakery products merchant wholesalers
Packaged frozen fish merchant wholesalers
Frozen juices merchant wholesalers
Packaged frozen meats merchant wholesalers
Frozen vegetables merchant wholesalers
Packaged frozen poultry merchant wholesalers


Cross-References."
424430,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of dairy products (except dried or canned).

Illustrative Examples:

Butter merchant wholesalers
Fluid milk (except canned) merchant wholesalers
Cheese merchant wholesalers
Ice cream and ices merchant wholesalers
Cream merchant wholesalers
Yogurt merchant wholesalers 


Cross-References. Establishments primarily engaged in--"
424440,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of poultry and/or poultry products (except canned and packaged frozen).

Cross-References. Establishments primarily engaged in--"
424450,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of confectioneries; salted or roasted nuts; popcorn; potato, corn, and similar chips; and/or fountain fruits and syrups.

Cross-References. Establishments primarily engaged in--"
424460,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of fish and seafood (except canned or packaged frozen).

Cross-References. Establishments primarily engaged in--"
424470,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of meats and meat products (except canned and packaged frozen) and/or lard.

Cross-References. Establishments primarily engaged in--"
424480,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of fresh fruits and vegetables.
"
424490,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of groceries and related products (except a general line of groceries; packaged frozen food; dairy products (except dried and canned); poultry products (except canned); confectioneries; fish and seafood (except canned); meat products (except canned); and fresh fruits and vegetables).  Included in this industry are establishments primarily engaged in the bottling and merchant wholesale distribution of spring and mineral waters processed by others.

Illustrative Examples:

Bakery products (except frozen) merchant wholesalers
Canned seafood merchant wholesalers
Canned fish merchant wholesalers
Canned vegetables merchant wholesalers
Canned fruits merchant wholesalers
Dried milk merchant wholesalers
Canned meats merchant wholesalers
Soft drinks merchant wholesalers
Canned milk merchant wholesalers


Cross-References. Establishments primarily engaged in--"
424510,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of grains, such as corn, wheat, oats, barley, and unpolished rice; dry beans; and soybeans and other inedible beans.  Included in this industry are establishments primarily engaged in operating country or terminal grain elevators primarily for the purpose of wholesaling.

Cross-References. Establishments primarily engaged in--"
424520,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of livestock (except horses and mules).

Illustrative Examples:

Cattle merchant wholesalers
Hogs merchant wholesalers
Goats merchant wholesalers
Sheep merchant wholesalers


Cross-References."
424590,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of farm products (except grain and field beans, livestock, raw milk, live poultry, and fresh fruits and vegetables).

Illustrative Examples:

Chicks, live, merchant wholesalers
Hemp merchant wholesalers
Mules merchant wholesalers
Hides merchant wholesalers
Raw cotton merchant wholesalers
Horses merchant wholesalers
Nuts, unprocessed or shelled only, merchant wholesalers
Raw pelts merchant wholesalers
Leaf tobacco merchant wholesalers
Sod merchant wholesalers


Cross-References. Establishments primarily engaged in--"
424610,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of plastics materials and resins, and unsupported plastics film, sheet, sheeting, rod, tube, and other basic forms and shapes.
"
424690,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of chemicals and allied products (except agricultural and medicinal chemicals, paints and varnishes, fireworks, and plastics materials and basic forms and shapes).

Illustrative Examples:

Acids merchant wholesalers
Industrial chemicals merchant wholesalers
Automotive chemicals (except lubricating oils and greases) merchant wholesalers
Industrial salts merchant wholesalers
Dyestuffs merchant wholesalers
Rosins merchant wholesalers
Explosives (except ammunition and fireworks) merchant wholesalers
Turpentine merchant wholesalers 


Cross-References. Establishments primarily engaged in--"
424710,"This industry comprises establishments with bulk liquid storage facilities primarily engaged in the merchant wholesale distribution of crude petroleum and petroleum products, including liquefied petroleum gas.

Cross-References."
424720,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of petroleum and petroleum products (except from bulk liquid storage facilities).

Illustrative Examples:

Gasoline merchant wholesalers (except bulk stations, terminals)
Lubricating oil and grease merchant wholesalers (except bulk stations, terminals)
Bottled liquid petroleum gas merchant wholesalers
Fuel oil merchant wholesalers (except bulk stations, terminals)


Cross-References. Establishments primarily engaged in--"
424810,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of beer, ale, porter, and other fermented malt beverages.
"
424820,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of wine, distilled alcoholic beverages, and/or neutral spirits and ethyl alcohol used in blended wines and distilled liquors.
"
424910,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of farm supplies, such as animal feeds, fertilizers, agricultural chemicals, pesticides, plant seeds, and plant bulbs.

Cross-References. Establishments primarily engaged in--"
424920,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of books, periodicals, and newspapers.
"
424930,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of flowers, florists' supplies, and/or nursery stock (except plant seeds and plant bulbs).

Cross-References. Establishments primarily engaged in--"
424940,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of tobacco products, such as cigarettes, snuff, cigars, pipe tobacco, and electronic cigarettes (including related parts and accessories).

Cross-References. Establishments primarily engaged in--"
424950,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of paints, varnishes, and similar coatings; pigments; wallpaper; and supplies, such as paintbrushes and rollers.

Cross-References."
424990,"This industry comprises establishments primarily engaged in the merchant wholesale distribution of nondurable goods (except printing and writing paper; stationery and office supplies; industrial and personal service paper; drugs and druggists' sundries; apparel, piece goods, and notions; grocery and related products; farm product raw materials; chemical and allied products; petroleum and petroleum products; beer, wine, and distilled alcoholic beverages; farm supplies; books, periodicals, and newspapers; flowers, nursery stock, and florists' supplies; tobacco and tobacco products; and paint, varnishes, wallpaper, and supplies).

Illustrative Examples:

Artists' supplies merchant wholesalers
Pet supplies (except pet food) merchant wholesalers
Burlap merchant wholesalers
Statuary (except religious) merchant wholesalers
Christmas trees (e.g., artificial, cut) merchant wholesalers
Textile bags merchant wholesalers
Industrial yarns merchant wholesalers


Cross-References. Establishments primarily engaged in--"
425120,"This industry comprises wholesale trade agents and brokers acting on behalf of buyers or sellers in the wholesale distribution of goods, including those that use the Internet or other electronic means to bring together buyers and sellers.  Agents and brokers do not take title to the goods being sold but rather receive a commission or fee for their service.  Agents and brokers for all durable and nondurable goods are included in this industry.

Illustrative Examples:

Independent sales representatives
Manufacturers' sales representatives
Group purchasing organizations (acting as agents for goods distribution)


Cross-References."
541110,"This industry comprises offices of legal practitioners known as lawyers or attorneys (i.e., counselors-at-law) primarily engaged in the practice of law.  Establishments in this industry may provide expertise in a range or in specific areas of law, such as criminal law, corporate law, family and estate law, patent law, real estate law, or tax law.

Cross-References."
541120,"This industry comprises establishments (except offices of lawyers and attorneys) primarily engaged in drafting, approving, and executing legal documents, such as real estate transactions, wills, and contracts; and in receiving, indexing, and storing such documents.

Cross-References."
541191,"This U.S. industry comprises establishments (except offices of lawyers and attorneys) primarily engaged in one or more of the following activities: (1) researching public land records to gather information relating to real estate titles; (2) preparing documents necessary for the transfer of the title, financing, and settlement; (3) conducting final real estate settlements and closings; and (4) filing legal and other documents relating to the sale of real estate.  Real estate settlement offices, title abstract companies, and title search companies are included in this industry.

Cross-References."
541199,"This U.S. industry comprises establishments of legal practitioners (except offices of lawyers and attorneys, settlement offices, and title abstract offices).  These establishments are primarily engaged in providing specialized legal or paralegal services.

Illustrative Examples:

Notary public services
Patent agent services (i.e., patent filing and searching services)
Paralegal services	
Process serving services


Cross-References."
541211,"This U.S. industry comprises establishments of accountants that are certified to audit the accounting records of public and private organizations and to attest to compliance with generally accepted accounting practices.  Offices of certified public accountants (CPAs) may provide one or more of the following accounting services: (1) auditing financial statements; (2) designing accounting systems; (3) preparing financial statements; (4) developing budgets; and (5) providing advice on matters related to accounting.  These establishments may also provide related services, such as bookkeeping, tax return preparation, and payroll processing.

Cross-References. Establishments primarily engaged in--"
541213,"This U.S. industry comprises establishments (except offices of CPAs) engaged in providing tax return preparation services without also providing accounting, bookkeeping, billing, or payroll processing services.  Basic knowledge of tax law and filing requirements is required.

Cross-References."
541214,"This U.S. industry comprises establishments (except offices of CPAs) engaged in the following without also providing accounting, bookkeeping, or billing services: (1) collecting information on hours worked, pay rates, deductions, and other payroll-related data from their clients and (2) using that information to generate paychecks, payroll reports, and tax filings.  These establishments may use data processing and tabulating techniques as part of providing their services.

Cross-References."
541219,"This U.S. industry comprises establishments (except offices of CPAs) engaged in providing accounting services (except tax return preparation services only or payroll services only).  These establishments may also provide tax return preparation or payroll services.  Accountant (except CPA) offices, bookkeeper offices, and billing offices are included in this industry.

Cross-References."
541310,"This industry comprises establishments primarily engaged in planning and designing residential, institutional, leisure, commercial, and industrial buildings and structures by applying knowledge of design, construction procedures, zoning regulations, building codes, and building materials.

Cross-References. Establishments primarily engaged in--"
541320,"This industry comprises establishments primarily engaged in planning and designing the development of land areas for projects, such as parks and other recreational areas; airports; highways; hospitals; schools; land subdivisions; and commercial, industrial, and residential areas, by applying knowledge of land characteristics, location of buildings and structures, use of land areas, and design of landscape projects.

Illustrative Examples:

Garden planning services
Landscape architects' offices
Golf course or ski area design services
Landscape consulting services
Industrial land use planning services
Landscape design services


Cross-References."
541330,"This industry comprises establishments primarily engaged in applying physical laws and principles of engineering in the design, development, and utilization of machines, materials, instruments, structures, processes, and systems.  The assignments undertaken by these establishments may involve any of the following activities: provision of advice, preparation of feasibility studies, preparation of preliminary and final plans and designs, provision of technical services during the construction or installation phase, inspection and evaluation of engineering projects, and related services.

Illustrative Examples:

Civil engineering services
Environmental engineering services
Construction engineering services
Mechanical engineering services
Engineers' offices
Robotics automation engineering services


Cross-References. Establishments primarily engaged in--"
541340,"This industry comprises establishments primarily engaged in drawing detailed layouts, plans, and illustrations of buildings, structures, systems, or components from engineering and architectural specifications.
"
541350,"This industry comprises establishments primarily engaged in providing building inspection services.  These establishments typically evaluate all aspects of the building structure and component systems and prepare a report on the physical condition of the property, generally for buyers or others involved in real estate transactions.  Building inspection bureaus and establishments providing home inspection services are included in this industry.

Cross-References. Establishments primarily engaged in--"
541360,"This industry comprises establishments primarily engaged in gathering, interpreting, and mapping geophysical data.  Establishments in this industry often specialize in locating and measuring the extent of subsurface resources, such as oil, gas, and minerals, but they may also conduct surveys for engineering purposes.  Establishments in this industry use a variety of surveying techniques depending on the purpose of the survey, including magnetic surveys, gravity surveys, seismic surveys, or electrical and electromagnetic surveys.

Cross-References."
541370,"This industry comprises establishments primarily engaged in performing surveying and mapping services of the surface of the earth, including the sea floor.  These services may include surveying and mapping of areas above or below the surface of the earth, such as the creation of view easements or segregating rights in parcels of land by creating underground utility easements.

Illustrative Examples:

Cadastral surveying services
Mapping (except geophysical) services
Cartographic surveying services
Topographic surveying services
Geodetic surveying services


Cross-References. Establishments primarily engaged in--"
541380,"This industry comprises establishments primarily engaged in performing physical, chemical, and other analytical testing services, such as acoustics or vibration testing, assaying, biological testing (except medical and veterinary), calibration testing, electrical and electronic testing, geotechnical testing, mechanical testing, nondestructive testing, or thermal testing.  The testing may occur in a laboratory or on-site.

Cross-References. Establishments primarily engaged in--"
541410,"This industry comprises establishments primarily engaged in planning, designing, and administering projects in interior spaces to meet the physical and aesthetic needs of people using them, taking into consideration building codes, health and safety regulations, traffic patterns and floor planning, mechanical and electrical needs, and interior fittings and furniture.  Interior designers and interior design consultants work in areas, such as hospitality design, health care design, institutional design, commercial and corporate design, and residential design.  This industry also includes interior decorating consultants engaged exclusively in providing aesthetic services associated with interior spaces.
"
541420,"This industry comprises establishments primarily engaged in creating and developing designs and specifications that optimize the use, value, and appearance of products.  These services can include the determination of the materials, construction, mechanisms, shape, color, and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal, and efficiency in production, distribution, use, and maintenance.  Establishments providing automobile or furniture industrial design services or industrial design consulting services are included in this industry.

Cross-References. Establishments primarily engaged in--"
541430,"This industry comprises establishments primarily engaged in planning, designing, and managing the production of visual communication in order to convey specific messages or concepts, clarify complex information, or project visual identities.  These services can include the design of printed materials, packaging, advertising, signage systems, and corporate identification (logos).  This industry also includes commercial artists engaged exclusively in generating drawings and illustrations requiring technical accuracy or interpretative skills.

Illustrative Examples:

Commercial art studios
Corporate identification (i.e., logo) design services
Independent commercial or graphic artists
Medical art or illustration services
Graphic design consulting services


Cross-References."
541490,"This industry comprises establishments primarily engaged in providing professional design services (except architectural, landscape architecture, engineering, interior, industrial, graphic, and computer systems design).

Illustrative Examples:

Costume design services (except independent theatrical costume designers)
Jewelry design services
Fashion design services
Float design services
Shoe design services
Lighting design services
Textile design services


Cross-References. Establishments primarily engaged in--"
541511,"This U.S. industry comprises establishments primarily engaged in writing, modifying, testing, and supporting software to meet the needs of a particular customer.

Cross-References. Establishments primarily engaged in--"
541512,"This U.S. industry comprises establishments primarily engaged in planning and designing computer systems that integrate computer hardware, software, and communication technologies.  The hardware and software components of the system may be provided by this establishment or company as part of integrated services or may be provided by third parties or vendors.  These establishments often install the system and train and support users of the system.

Illustrative Examples:

Computer systems integration design consulting services
Local area network (LAN) computer systems integration design services
Information management computer systems integration design services
Office automation computer systems integration design services


Cross-References. Establishments primarily engaged in--"
541513,"This U.S. industry comprises establishments primarily engaged in providing on-site management and operation of clients' computer systems and/or data processing facilities.  Establishments providing computer systems or data processing facilities support services are included in this industry.

Cross-References."
541519,"This U.S. industry comprises establishments primarily engaged in providing computer related services (except custom programming, systems integration design, and facilities management services). Establishments providing computer disaster recovery services or software installation services are included in this industry.

Cross-References. Establishments primarily engaged in--"
541611,"This U.S. industry comprises establishments primarily engaged in providing operating advice and assistance to businesses and other organizations on administrative management issues, such as financial planning and budgeting, equity and asset management, records management, office planning, strategic and organizational planning, site selection, new business start-up, and business process improvement.  This industry also includes establishments of general management consultants that provide a full range of administrative, human resource, marketing, process, physical distribution, logistics, or other management consulting services to clients.

Illustrative Examples:

Administrative management consulting services
Financial management (except investment advice) consulting services
General management consulting services
Site selection consulting services
Strategic planning consulting services


Cross-References."
541612,"This U.S. industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations in one or more of the following areas: (1) human resource and personnel policies, practices, and procedures; (2) employee benefits planning, communication, and administration; (3) compensation systems planning; and (4) wage and salary administration.

Illustrative Examples:

Benefit or compensation consulting services
Employee assessment consulting services
Personnel management consulting services
Human resources consulting services


Cross-References. Establishments primarily engaged in--"
541613,"This U.S. industry comprises establishments primarily engaged in providing operating advice and assistance to businesses and other organizations on marketing issues, such as developing marketing objectives and policies, sales forecasting, new product developing and pricing, licensing and franchise planning, and marketing planning and strategy.

Illustrative Examples:

Customer services management consulting services
New product development consulting services
Marketing management consulting services
Sales management consulting services


Cross-References. Establishments primarily engaged in--"
